Date,AAPL,AAPL TweetCount,ABBV,ABBV TweetCount,ABT,ABT TweetCount,ACN,ACN TweetCount,ADBE,ADBE TweetCount,AIG,AIG TweetCount,AMD,AMD TweetCount,AMGN,AMGN TweetCount,AMT,AMT TweetCount,AMZN,AMZN TweetCount,AVGO,AVGO TweetCount,AXP,AXP TweetCount,BA,BA TweetCount,BAC,BAC TweetCount,BK,BK TweetCount,BKNG,BKNG TweetCount,BLK,BLK TweetCount,BMY,BMY TweetCount,BRK-B,BRK-B TweetCount,C,C TweetCount,CAT,CAT TweetCount,CHTR,CHTR TweetCount,CL,CL TweetCount,CMCSA,CMCSA TweetCount,COF,COF TweetCount,COP,COP TweetCount,COST,COST TweetCount,CRM,CRM TweetCount,CSCO,CSCO TweetCount,CVS,CVS TweetCount,CVX,CVX TweetCount,DHR,DHR TweetCount,DIS,DIS TweetCount,DOW,DOW TweetCount,DUK,DUK TweetCount,EMR,EMR TweetCount,EXC,EXC TweetCount,F,F TweetCount,FDX,FDX TweetCount,GD,GD TweetCount,GE,GE TweetCount,GILD,GILD TweetCount,GM,GM TweetCount,GOOG,GOOG TweetCount,GOOGL,GOOGL TweetCount,GS,GS TweetCount,HD,HD TweetCount,HON,HON TweetCount,IBM,IBM TweetCount,INTC,INTC TweetCount,JNJ,JNJ TweetCount,JPM,JPM TweetCount,KHC,KHC TweetCount,KO,KO TweetCount,LIN,LIN TweetCount,LLY,LLY TweetCount,LMT,LMT TweetCount,LOW,LOW TweetCount,MA,MA TweetCount,MCD,MCD TweetCount,MDLZ,MDLZ TweetCount,MDT,MDT TweetCount,MET,MET TweetCount,META,META TweetCount,MMM,MMM TweetCount,MO,MO TweetCount,MRK,MRK TweetCount,MS,MS TweetCount,MSFT,MSFT TweetCount,NEE,NEE TweetCount,NFLX,NFLX TweetCount,NKE,NKE TweetCount,NVDA,NVDA TweetCount,ORCL,ORCL TweetCount,PEP,PEP TweetCount,PFE,PFE TweetCount,PG,PG TweetCount,PM,PM TweetCount,PYPL,PYPL TweetCount,QCOM,QCOM TweetCount,RTX,RTX TweetCount,SBUX,SBUX TweetCount,SCHW,SCHW TweetCount,SO,SO TweetCount,SPG,SPG TweetCount,T,T TweetCount,TGT,TGT TweetCount,TMO,TMO TweetCount,TMUS,TMUS TweetCount,TSLA,TSLA TweetCount,TXN,TXN TweetCount,UNH,UNH TweetCount,UNP,UNP TweetCount,UPS,UPS TweetCount,USB,USB TweetCount,V,V TweetCount,VZ,VZ TweetCount,WBA,WBA TweetCount,WFC,WFC TweetCount,WMT,WMT TweetCount,XOM,XOM TweetCount
2022-07-22,0.650630175,100,0.997850001,3,0.995580614,4,0.0,0,0.510746689,4,0.0,0,0.583808195,37,0.989895076,2,0.0,0,0.727979767,53,0.665145685,3,0.736304859,70,0.742186233,7,0.495694405,5,0.0,0,0.001226098,1,0.330961089,3,0.99691031,5,0.0,0,0.071230049,6,0.665767736,3,0.0,0,0.664335144,9,0.0,0,0.450004364,9,0.648944444,3,0.648611241,7,0.797813301,5,0.994933426,2,0.760939082,3,0.861561877,18,0.666615275,3,0.707985502,17,0.98910965,4,0.0,0,0.402626995,5,0.988782763,1,0.660610279,14,0.284568192,7,0.937588155,1,0.215158177,14,0.895928126,8,0.989977986,2,0.456635749,60,0.657827013,89,0.51586646,5,0.62248002,4,0.996391892,1,0.8304481,12,0.85582794,7,0.546823964,4,0.687500554,6,0.0,0,0.997212867,3,0.0,0,0.0,0,0.511865002,4,0.994763553,1,0.335316597,6,0.990940154,1,0.975220263,1,0.0,0,0.0,0,0.412004626,100,0.004682287,1,0.0,0,0.645471798,8,0.0,0,0.558639415,21,0.819977149,8,0.641558741,47,0.501247493,6,0.576195807,36,0.883066952,1,0.963250816,2,0.723071047,9,0.0,0,0.995386034,2,0.666835227,3,0.998001039,1,0.001226098,1,0.788982641,4,0.340611894,3,0.334131092,3,0.0,0,0.47491228,38,0.721384915,11,0.500634294,2,0.705736158,7,0.720973635,100,0.968008816,1,0.783132441,4,0.0,0,0.392957291,83,0.0,0,0.004504164,1,0.581972556,80,0.907565811,13,0.993814468,1,0.585258292,5,0.980032578,4
2022-07-21,0.679649647,100,0.988365591,2,0.783345705,8,0.997779727,1,0.886348295,5,0.0,0,0.764425421,49,0.897336721,1,0.994500875,1,0.854034329,100,0.995410403,3,0.982667994,5,0.740274991,28,0.651991979,15,0.642127312,6,0.0,0,0.097857481,37,0.753625508,4,0.0,0,0.783392602,5,0.19037804,1,0.0,0,0.870909246,12,0.39478162,9,0.819809228,14,0.665462585,3,0.73062899,12,0.734506738,12,0.997177482,1,0.0,0,0.722986209,9,0.993053267,12,0.830671449,10,0.700169754,10,0.980739981,2,0.667412493,3,0.989862084,2,0.720349265,48,0.997244954,1,0.0,0,0.201723795,5,0.667526336,6,0.994818707,3,0.822397804,30,0.774551677,39,0.825149466,6,0.009597249,2,0.0,0,0.580602247,19,0.823310082,20,0.648311784,3,0.788308728,5,0.0,0,0.9865203,6,0.0,0,0.997822285,1,0.501746703,14,0.460661838,3,0.670513651,4,0.407165963,3,0.457191199,1,0.977994144,5,0.0,0,0.449752225,100,0.011329268,2,0.865037382,2,0.606349947,3,0.650782441,4,0.718280349,34,0.980798066,1,0.672424214,95,0.315004691,8,0.772461505,66,0.836771488,3,0.997392535,1,0.660815022,15,0.674640128,3,0.75578791,10,0.854928695,52,0.868810924,8,0.987903982,2,0.764556503,12,0.251576778,2,0.998515785,1,0.998764098,1,0.497972402,100,0.789731815,4,0.666166879,3,0.677507267,10,0.705645039,100,0.498250235,2,0.499778834,2,0.852438858,13,0.340326913,94,0.0,0,0.833793849,5,0.728427447,15,0.843450679,14,0.746194771,4,0.734131314,10,0.806282693,7
2022-07-20,0.756631672,100,0.495811263,2,0.679248752,37,0.0,0,0.992769063,3,0.0,0,0.718463279,72,0.0,0,0.001348736,1,0.873211411,100,0.984780103,2,0.570469856,2,0.885537533,54,0.793819878,15,0.004682287,1,0.0,0,0.248637047,8,0.796361675,5,0.49803431,2,0.897495995,6,0.258525343,4,0.0,0,0.712476569,7,0.0,0,0.64864229,3,0.604757096,7,0.995567381,8,0.886509306,9,0.735271073,4,0.74346347,4,0.964729257,15,0.658841417,3,0.770925042,28,0.349988502,6,0.598273363,5,0.734068222,20,0.992843449,3,0.406560205,78,0.017976249,1,0.010970959,1,0.764024422,4,0.748297684,4,0.793916166,7,0.536846192,21,0.395367142,48,0.499668178,14,0.990155399,4,0.0,0,0.86996296,29,0.77252933,22,0.838595949,4,0.541626824,11,0.745985744,4,0.48966291,2,0.0,0,0.978093207,1,0.659094838,9,0.506065232,2,0.662472125,3,0.006467953,2,0.699183792,2,0.544148092,5,0.825963885,2,0.474029857,82,0.494903644,2,0.996398628,2,0.354341535,12,0.411870522,5,0.57242725,39,0.0,0,0.656360228,100,0.746808273,8,0.785332348,100,0.995981276,1,0.748538949,4,0.749877121,9,0.997535586,1,0.490997274,4,0.853404046,27,0.204327545,2,0.962936521,1,0.709936628,7,0.509884251,2,0.781661034,1,0.524405956,2,0.804317338,15,0.994866292,3,0.996008664,2,0.670759172,5,0.615970155,100,0.964995503,2,0.235572418,5,0.977966845,1,0.350165873,100,0.993163109,1,0.866619855,7,0.49706148,6,0.660748217,23,0.6229781,3,0.691398344,13,0.244063477,8
2022-07-19,0.665197835,100,0.837593973,2,0.793336459,5,0.074078322,2,0.987957954,1,0.0,0,0.807435889,52,0.500296014,4,0.975928605,1,0.76242817,73,0.742176071,2,0.802893373,5,0.845710564,39,0.677861504,25,0.0,0,0.998452544,1,0.498495118,2,0.448514267,5,0.0,0,0.682402642,33,0.974360466,6,0.0,0,0.488883916,15,0.449926073,4,0.017976249,1,0.85904669,8,0.371986851,7,0.994821787,1,0.997598648,1,0.733501891,4,0.819629132,14,0.997332036,1,0.713208586,45,0.156012108,4,0.0,0,0.997651786,2,0.0,0,0.813534228,27,0.0,0,0.0,0,0.681929954,5,0.682124414,9,0.741925596,19,0.676055968,18,0.845868378,56,0.585517106,38,0.998081565,1,0.001643868,4,0.464839084,94,0.733926502,38,0.727057177,53,0.596691295,10,0.995969159,7,0.997318417,2,0.0,0,0.067356057,1,0.488017842,50,0.39728489,3,0.0,0,0.997426569,1,0.002697406,1,0.833007733,3,0.997941673,1,0.632695608,100,0.839812736,3,0.768515974,2,0.0,0,0.499861342,6,0.601527195,18,0.980329434,3,0.523285095,100,0.594922005,9,0.729101207,100,0.63457693,3,0.0,0,0.355494925,7,0.986688197,1,0.0,0,0.595588473,21,0.581808837,16,0.767712079,10,0.452205166,7,0.005732425,1,0.0,0,0.0,0,0.895973372,11,0.641935966,5,0.996852458,1,0.16694785,6,0.697815932,100,0.0,0,0.658071789,3,0.9985497,1,0.4143779,93,0.0,0,0.002816419,1,0.998101026,2,0.88106034,18,0.915637758,9,0.706681984,7,0.762624977,13
2022-07-18,0.388985504,100,0.910873458,4,0.0,0,0.464943171,1,0.662615111,3,0.0,0,0.796964143,51,0.993269742,1,0.335264874,3,0.74036036,87,0.662884778,3,0.994821787,1,0.788920236,53,0.619704377,96,0.0,0,0.991410673,1,0.004504164,1,0.492430523,2,0.996612549,1,0.933499835,11,0.996476591,3,0.375818074,1,0.834836447,7,0.004985138,1,0.666848766,7,0.048656128,1,0.590428905,11,0.740638608,4,0.648014158,3,0.597299586,3,0.888241053,22,0.489969191,2,0.526835937,30,0.639234611,5,0.0,0,0.642043775,14,0.0,0,0.729680384,15,0.0,0,0.998218238,1,0.782772582,12,0.602010134,7,0.638103804,9,0.723771789,57,0.777272603,100,0.69732356,100,0.784587612,3,0.0,0,0.562566301,100,0.790244589,27,0.486845658,23,0.824449076,6,0.647408868,5,0.614971787,2,0.0,0,0.62880803,7,0.810456677,38,0.99566254,2,0.989545211,4,0.746177562,4,0.497515846,2,0.785474837,3,0.973429322,1,0.539534288,90,0.001226098,1,0.662768746,5,0.489504299,7,0.987446636,4,0.596347565,19,0.996533275,1,0.563911072,100,0.29868312,7,0.67039947,100,0.0,0,0.903776089,6,0.640216168,8,0.996104985,4,0.0,0,0.757594571,9,0.519953936,3,0.422494784,2,0.38747046,13,0.798544012,10,0.616773347,3,0.0,0,0.810665723,13,0.664259948,10,0.001451733,1,0.5269327,10,0.630803237,100,0.0,0,0.188172812,9,0.0,0,0.31680591,74,0.887403846,2,0.498193338,4,0.696165171,9,0.816693733,26,0.736166524,8,0.542129341,18,0.926064801,10
2022-07-15,0.658008218,100,0.0,0,0.970984876,1,0.998738527,1,0.665688462,3,0.0,0,0.704706488,58,0.873139342,3,0.0,0,0.713078805,100,0.997258604,1,0.9976632,1,0.527648433,17,0.551599223,31,0.797278923,10,0.0,0,0.524418617,45,0.490031182,2,0.983436346,1,0.662941012,100,0.007933969,1,0.0,0,0.994596879,3,0.0,0,0.998509407,1,0.0,0,0.865116792,22,0.465992426,3,0.250484149,4,0.980113387,2,0.969976707,18,0.0,0,0.806396323,37,0.498243779,2,0.0,0,0.254550978,4,0.0,0,0.799731979,13,0.979086787,2,0.997483969,1,0.620094905,3,0.501365892,2,0.831646764,6,0.722449125,15,0.72963482,38,0.468294308,10,0.837409022,6,0.974774927,2,0.860405346,8,0.604788808,23,0.0,0,0.555847652,50,0.992450714,1,0.993011743,4,0.0,0,0.627467832,3,0.550919433,5,0.832600037,3,0.997688711,1,0.725623803,6,0.0,0,0.998393059,1,0.998008728,1,0.501152192,82,0.007371692,1,0.66644368,6,0.741491495,7,0.761544837,7,0.362604275,39,0.035817911,2,0.628528513,100,0.994482756,1,0.700305527,51,0.934291661,2,0.895007193,4,0.99225466,4,0.267028797,2,0.989871879,3,0.729217918,19,0.832016227,12,0.0,0,0.798928954,5,0.251271204,4,0.949804544,1,0.450810233,2,0.839774239,10,0.997231096,4,0.0,0,0.997241477,3,0.67324447,100,0.0,0,0.881782915,45,0.0,0,0.364741255,76,0.699519727,6,0.799679697,6,0.968918999,3,0.809073031,34,0.46932078,94,0.863331744,12,0.504295194,4
2022-07-14,0.709893716,100,0.915213585,4,0.401242841,2,0.993890047,2,0.990049744,5,0.865059912,1,0.775806834,69,0.0,0,0.997214258,1,0.844850125,100,0.0,0,0.995985866,1,0.709156945,14,0.491822924,36,0.004682287,1,0.0,0,0.372905398,10,0.881942242,2,0.0,0,0.576580225,19,0.665715486,3,0.0,0,0.365646638,15,0.0,0,0.0,0,0.97874783,4,0.84792367,53,0.364307821,7,0.002670079,5,0.996941999,4,0.83441732,19,0.0,0,0.567579854,28,0.664745824,6,0.0,0,0.428696494,7,0.996216238,1,0.759596828,29,0.392851371,5,0.99770093,2,0.578874608,5,0.966950238,3,0.815538096,12,0.725209457,11,0.781104928,52,0.438625517,4,0.484636931,2,0.0,0,0.91948966,11,0.916810296,15,0.665486872,1,0.45642075,100,0.993833393,2,0.991282296,5,0.972441554,1,0.859649628,2,0.940532136,5,0.0,0,0.998105645,1,0.686755553,2,0.996070206,1,0.997880399,12,0.943371952,2,0.48062946,100,0.0,0,0.663817602,3,0.937394738,3,0.60059922,77,0.655960268,32,0.657077888,3,0.555065188,26,0.022954667,1,0.763231806,47,0.076435179,1,0.453638326,2,0.48715674,11,0.0,0,0.485684189,4,0.532515675,11,0.779400281,38,0.653687174,3,0.727649715,8,0.0,0,0.0,0,0.993091464,1,0.481283912,7,0.788290113,3,0.99499464,1,0.007027402,6,0.684556446,100,0.0,0,0.967893004,7,0.996887743,1,0.406369164,73,0.978672206,1,0.355170435,2,0.878652828,7,0.92447104,21,0.769683603,5,0.852964802,14,0.667569412,9
2022-07-13,0.658918347,100,0.994352639,1,0.997658312,2,0.997622669,1,0.987957954,1,0.0,0,0.885548545,35,0.496770277,2,0.993112087,1,0.791862519,79,0.01672221,1,0.907685781,5,0.625925905,19,0.524531972,17,0.0,0,0.499533444,2,0.432081473,4,0.757621959,4,0.506878128,2,0.43259381,8,0.00555904,1,0.997660816,1,0.747872634,4,0.030179233,2,0.0,0,0.274668013,3,0.870333399,8,0.991624375,3,0.77686291,5,0.447425277,7,0.706041067,32,0.0,0,0.735429902,33,0.004818224,2,0.996137038,4,0.598812292,5,0.0,0,0.784696595,6,0.455418723,8,0.98291111,1,0.686756827,4,0.024401689,1,0.795776066,11,0.582428402,11,0.675333936,32,0.501003061,2,0.602766244,5,0.334948056,3,0.607680638,8,0.683696168,17,0.621319932,5,0.534416999,26,0.0,0,0.574435577,4,0.997887075,1,0.00108552,1,0.968392756,9,0.93110975,5,0.978074014,1,0.474880441,7,0.0,0,0.997743994,4,0.270986703,4,0.415953826,93,0.957507074,1,0.936102589,3,0.6735107,9,0.547523761,9,0.679428095,33,0.0,0,0.684833297,60,0.613910401,6,0.737328527,33,0.995525122,1,0.660021651,3,0.59513525,9,0.510593993,2,0.20036006,5,0.791078773,18,0.79930699,16,0.681188996,4,0.414647742,4,0.0,0,0.994899362,2,0.99572891,1,0.797567325,6,0.895642489,2,0.994617939,1,0.171312394,6,0.548060015,100,0.0,0,0.594343273,13,0.0,0,0.381327046,74,0.0,0,0.007174836,2,0.582099313,5,0.85393235,42,0.960837017,6,0.632239432,7,0.00112721,1
2022-07-12,0.625840538,100,0.0,0,0.997552276,2,0.995293468,2,0.544776052,5,0.0,0,0.670168434,21,0.489084109,4,0.980112851,1,0.707314913,100,0.002239198,1,0.288132768,9,0.85445171,83,0.658075064,12,0.0,0,0.998211622,1,0.048656128,1,0.988846391,2,0.0,0,0.684923693,15,0.997286081,1,0.0,0,0.360919284,17,0.998639882,1,0.194403475,5,0.912066857,3,0.742344185,8,0.524447873,9,0.996510267,2,0.669653077,6,0.728829628,10,0.001385385,1,0.76435907,16,0.997646153,1,0.0,0,0.714114434,5,0.0,0,0.642991673,15,0.59659016,13,0.962675154,1,0.088587351,5,0.493816219,4,0.82907791,8,0.59658279,7,0.629544201,38,0.468426127,7,0.701819357,7,0.99782902,2,0.663716002,12,0.733624518,4,0.996038735,1,0.562604202,11,0.99617964,2,0.335404674,4,0.979183257,1,0.997338176,1,0.829174365,6,0.0,0,0.9984712,1,0.483026087,3,0.978584826,1,0.755118482,8,0.0,0,0.511312789,100,0.993726015,4,0.834813442,9,0.499327104,4,0.484575105,6,0.469788242,72,0.0,0,0.925297385,18,0.625122323,8,0.78412928,33,0.309136232,5,0.891012904,55,0.746117658,5,0.983957241,6,0.0,0,0.557936547,22,0.996821195,2,0.002653396,1,0.329843417,17,0.978249371,2,0.973448038,1,0.997829497,1,0.51623418,4,0.488339058,7,0.329787342,3,0.334506238,3,0.542030643,100,0.997135639,1,0.995900393,1,0.541546578,3,0.380591515,88,0.0,0,0.719673979,10,0.997695247,3,0.929858623,22,0.360688148,2,0.410230741,3,0.775924821,6
2022-07-11,0.605806563,100,0.986637612,6,0.0070505,1,0.0,0,0.992934853,2,0.0,0,0.509089288,51,0.001226098,1,0.9938248,3,0.786934131,100,0.336505588,3,0.048656128,1,0.0,0,0.829305112,11,0.027897485,1,0.0,0,0.145454899,7,0.998181194,2,0.0,0,0.549233133,3,0.18462522,3,0.02371295,1,0.381565472,11,0.992349267,1,0.0,0,0.628806114,2,0.760139941,26,0.600766537,4,0.996671528,2,0.977732837,1,0.769656692,8,0.993719488,2,0.565296158,16,0.918207169,2,0.993192414,3,0.175618329,6,0.996945679,1,0.736063104,18,0.399520618,5,0.0,0,0.002054094,4,0.19037804,1,0.567631228,7,0.922042677,10,0.721110426,22,0.306912929,2,0.048656128,1,0.997924888,5,0.877531447,9,0.39891759,5,0.19037804,1,0.623337805,9,0.99396348,2,0.561596179,6,0.79603079,2,0.0,0,0.66030763,3,0.19037804,1,0.593828604,2,0.697263525,6,0.993197203,2,0.785367837,6,0.994497776,1,0.437231239,100,0.861489103,7,0.88855941,17,0.859354317,7,0.692397821,6,0.548433916,15,0.99772045,2,0.700967755,27,0.437556759,10,0.593670027,25,0.803125884,7,0.609201099,24,0.652711381,16,0.666411129,3,0.001864354,1,0.742922677,4,0.366603295,5,0.0,0,0.476237415,11,0.0,0,0.0,0,0.0,0,0.75527816,5,0.509223719,3,0.991236687,1,0.0,0,0.538909103,100,0.0,0,0.794212781,4,0.0,0,0.336145588,55,0.997365892,1,0.712108665,7,0.997456968,1,0.680133807,3,0.955137372,7,0.341072747,3,0.803168473,11
2022-07-08,0.753320788,100,0.852230494,7,0.0,0,0.0,0,0.495921686,2,0.0,0,0.616828941,33,0.994763553,1,0.994846344,1,0.826297479,47,0.405786394,5,0.994821787,1,0.775657828,9,0.501893697,10,0.992069244,1,0.554340548,5,0.0,0,0.998680055,1,0.99842155,1,0.72525056,12,0.457644683,4,0.004166662,1,0.717060208,9,0.0,0,0.0,0,0.0,0,0.816677244,35,0.996751666,1,0.0,0,0.024838325,2,0.625577995,10,0.0,0,0.645760529,10,0.997379204,3,0.015946276,1,0.408751055,8,0.997421563,1,0.479298821,40,0.4987456,2,0.44424808,1,0.003220816,14,0.19037804,1,0.789118136,9,0.739536194,12,0.717799851,39,0.971871495,1,0.707730363,11,0.997314811,2,0.532980077,4,0.897750244,4,0.640500847,4,0.528750436,9,0.998019904,2,0.498433491,4,0.0,0,0.446476153,7,0.593881235,2,0.717377375,3,0.19037804,1,0.511185003,2,0.002697406,1,0.817319276,9,0.500186536,2,0.430272149,79,0.994402513,4,0.747922329,4,0.585521318,6,0.417838834,3,0.583137645,25,0.998541653,1,0.737267966,15,0.557582693,7,0.737586935,20,0.454038398,15,0.998379588,2,0.617890205,10,0.065126336,3,0.005017213,2,0.71009928,5,0.563336252,6,0.017976249,1,0.618614513,8,0.502731246,2,0.0,0,0.996430457,1,0.936122239,6,0.010654039,1,0.0,0,0.501009337,2,0.544216797,100,0.98866269,2,0.666830939,4,0.0,0,0.229516329,66,0.0,0,0.628895797,4,0.001379449,1,0.643349718,14,0.819943985,6,0.750752758,8,0.001789576,1
2022-07-07,0.726450131,100,0.716306295,4,0.0,0,0.997601271,1,0.269000702,4,0.0,0,0.675418321,83,0.914317369,4,0.480599289,2,0.6642895,86,0.478026084,2,0.994821787,1,0.697673876,28,0.773903122,17,0.0,0,0.002489103,1,0.0,0,0.637596205,2,0.0,0,0.598245144,3,0.993623435,2,0.0,0,0.656156535,18,0.000928349,1,0.0,0,0.994632602,2,0.828891563,18,0.503848117,4,0.998287082,1,0.995458007,1,0.934238799,16,0.0,0,0.482485291,19,0.0,0,0.0,0,0.619504541,8,0.0,0,0.714529842,15,0.003903421,2,0.0,0,0.145487306,13,0.0,0,0.29822033,7,0.614637193,18,0.811496256,32,0.444521108,9,0.874628544,3,0.0,0,0.708498278,9,0.850461175,7,0.0,0,0.558200017,2,0.994808257,1,0.195350532,7,0.996313751,1,0.984836459,2,0.026204817,1,0.012577201,1,0.889268968,8,0.994577961,7,0.002697406,1,0.785124818,3,0.0,0,0.611393245,100,0.991503835,1,0.993956596,2,0.600701652,11,0.0,0,0.587984677,50,0.0,0,0.65005479,53,0.466724687,9,0.616382251,53,0.720336616,4,0.502904516,2,0.614227439,11,0.50242619,2,0.475094679,5,0.814061335,9,0.544759052,11,0.984248519,1,0.417118351,2,0.9987818,1,0.996918738,1,0.0,0,0.579096603,14,0.595960062,8,0.995471795,3,0.676263765,2,0.566728663,100,0.995226085,1,0.996897876,2,0.0,0,0.284723757,58,0.0,0,0.997113585,3,0.995158275,3,0.99464823,5,0.997682929,1,0.528447369,17,0.588109006,19
2022-07-06,0.71466905,100,0.827055275,2,0.0,0,0.740046114,2,0.496320121,2,0.996774673,1,0.673281735,95,0.504309154,2,0.0,0,0.767002381,100,0.482861518,2,0.996575117,3,0.819935788,17,0.385845818,9,0.992621183,2,0.998554468,1,0.0,0,0.767076999,5,0.0,0,0.577189731,7,0.840416466,7,0.001827804,1,0.495862962,10,0.66803065,6,0.19037804,1,0.618067587,8,0.815649752,16,0.995133022,3,0.558940299,4,0.554388565,3,0.750814292,18,0.981137156,1,0.707962256,14,0.754118383,3,0.916184545,2,0.500778804,2,0.990335464,2,0.801409523,23,0.963356853,2,0.0,0,0.068542496,15,0.004166662,1,0.676226873,18,0.825585277,7,0.839367305,26,0.340739243,19,0.701447117,10,0.99761343,1,0.904004136,11,0.824261092,13,0.386629052,4,0.304002955,7,0.990573525,1,0.378892155,3,0.996750951,1,0.596133089,5,0.505089129,4,0.593420997,2,0.095869688,2,0.025561406,2,0.331642925,3,0.896675333,8,0.997171104,1,0.502909563,100,0.998003364,1,0.447996009,14,0.888289118,5,0.989824394,3,0.580725058,55,0.0,0,0.632844473,52,0.865434152,10,0.643525667,46,0.998346508,1,0.601715973,5,0.816843715,12,0.989515722,1,0.498662817,4,0.660621134,13,0.520166226,23,0.962936521,1,0.39847655,5,0.0,0,0.493850648,1,0.0,0,0.993480355,2,0.796014123,6,0.918162107,1,0.998104095,1,0.716506191,100,0.666442394,3,0.998506665,1,0.996217728,1,0.358627609,62,0.0,0,0.592958346,2,0.318007611,11,0.727593502,4,0.594307963,5,0.75434896,30,0.508256946,22
2022-07-05,0.616895126,100,0.001098391,1,0.0,0,0.0,0,0.51187874,2,0.0,0,0.61211857,77,0.0,0,0.50214258,2,0.72678596,100,0.643802423,3,0.0,0,0.553434095,28,0.735666658,14,0.0,0,0.996515453,1,0.0,0,0.298293918,1,0.0,0,0.612284897,6,0.97221297,2,0.0,0,0.531705356,26,0.001980538,1,0.0,0,0.001481994,3,0.883467525,4,0.540317506,4,0.558973055,3,0.474365296,4,0.714539319,41,0.0,0,0.589375878,24,0.788761795,2,0.564820468,2,0.488751767,2,0.0,0,0.716576559,72,0.996497214,4,0.996170998,1,0.18279542,16,0.209698306,3,0.671868486,7,0.864508445,8,0.863542522,42,0.428321333,15,0.925554121,5,0.0,0,0.644832581,5,0.699478931,11,0.50883831,2,0.369396318,11,0.99702841,1,0.509515203,4,0.250221178,4,0.0,0,0.509834272,4,0.908176064,1,0.592266634,2,0.945947737,4,0.0,0,0.995963812,1,0.019064279,1,0.472160947,100,0.511251372,2,0.995697737,1,0.741247475,1,0.998233378,1,0.526732783,23,0.500178508,2,0.683916097,38,0.808526507,11,0.691578016,41,0.996153931,6,0.0,0,0.831107305,9,0.0,0,0.0,0,0.645624346,21,0.617203295,14,0.748864927,4,0.660986649,6,0.0,0,0.0,0,0.004682287,1,0.601747931,8,0.997194449,3,0.996599227,2,0.0,0,0.736343983,100,0.002760309,1,0.0,0,0.0,0,0.31990755,47,0.0,0,0.19037804,1,0.994817942,2,0.855774875,7,0.71483169,4,0.521387596,16,0.43909747,34
2022-07-04,0.994385208,7,0.799470901,1,0.0,0,0.0,0,0.987957954,1,0.0,0,0.74157442,12,0.998495102,1,0.0,0,0.356462482,10,0.0,0,0.992520481,2,0.66312958,3,0.0,0,0.0,0,0.0,0,0.497699093,2,0.0,0,0.0,0,0.659228043,3,0.0,0,0.0,0,0.003461836,1,0.99542743,1,0.0,0,0.0,0,0.99632597,1,0.995786726,2,0.0,0,0.0,0,0.973918693,11,0.0,0,0.665173695,3,0.0,0,0.971830428,1,0.484191135,5,0.0,0,0.0,0,0.001251618,1,0.0,0,0.162276681,6,0.0,0,0.99751085,1,0.989962652,4,0.831192738,6,0.0,0,0.994637668,1,0.0,0,0.993706385,3,0.981661916,3,0.0,0,0.569761457,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.967750013,1,0.0,0,0.998591065,1,0.0,0,0.99814555,2,0.995308399,1,0.329099724,56,0.0,0,0.0,0,0.986193359,1,0.008863077,1,0.749634922,3,0.996530712,1,0.677392978,8,0.0,0,0.721231731,4,0.404179782,1,0.0,0,0.0,0,0.0,0,0.0,0,0.498697157,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.748700684,4,0.991568685,1,0.962789595,1,0.0,0,0.778619211,87,0.0,0,0.998721182,1,0.0,0,0.277345046,26,0.0,0,0.997862399,1,0.0,0,0.709638297,23,0.956116676,1,0.967671096,1,0.0,0
2022-07-01,0.598324635,87,0.988383234,2,0.997966766,2,0.996723473,1,0.995002937,5,0.0,0,0.687513016,78,0.665486872,1,0.0,0,0.702199936,79,0.648499065,3,0.994821787,1,0.77798107,23,0.703393202,24,0.0,0,0.930416512,5,0.0,0,0.778329533,5,0.0,0,0.627778755,22,0.59929504,5,0.0,0,0.997010916,2,0.665784167,3,0.19037804,1,0.021720735,1,0.885432018,9,0.763266701,6,0.500813314,2,0.620764587,3,0.708401447,13,0.0,0,0.784746241,18,0.0,0,0.666749631,3,0.664262583,3,0.982207656,1,0.802154541,39,0.242973821,10,0.868643343,1,0.278867515,17,0.738309836,5,0.356132725,99,0.576681042,12,0.743236368,27,0.502094997,4,0.600399344,4,0.0,0,0.729190597,7,0.700596419,17,0.529055029,2,0.87615419,11,0.993275255,2,0.930850686,22,0.0,0,0.333331139,6,0.66576979,3,0.950983793,2,0.771951057,4,0.58452919,25,0.004985138,1,0.619240493,4,0.0,0,0.502892872,100,0.57909291,5,0.799513444,5,0.733977681,5,0.831579,2,0.595899506,6,0.988664389,2,0.743549849,9,0.709587786,8,0.54824524,68,0.799136742,5,0.0,0,0.740319907,8,0.992619127,2,0.0,0,0.618326943,13,0.486113325,8,0.654595792,3,0.513703569,4,0.0,0,0.998037934,1,0.703569113,4,0.878777161,9,0.0,0,0.004985138,1,0.85186559,1,0.728772336,100,0.504798491,2,0.996308565,3,0.0,0,0.333596401,58,0.989325881,1,0.692061953,4,0.53052263,5,0.885000634,34,0.83410624,10,0.981956939,3,0.55179172,25
